Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_travel_frequently,BusinessTravel_travel_rarely,Department_research & development,Department_sales,EducationField_life sciences,EducationField_marketing,EducationField_medical,EducationField_other,EducationField_technical degree,JobRole_human resources,JobRole_laboratory technician,JobRole_manager,JobRole_manufacturing director,JobRole_research director,JobRole_research scientist,JobRole_sales executive,JobRole_sales representative,MaritalStatus_married,MaritalStatus_single
42,0,647,4,4,1,1171,2,1,45,3,2,1,5155,2253,7,y,0,13,3,4,80,0,9,3,4,6,4,1,5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
35,0,982,1,4,1,1172,4,1,58,2,1,3,2258,16340,6,y,0,12,3,2,80,1,10,2,3,8,0,1,7,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
28,1,1485,12,1,1,1175,3,0,79,3,1,4,2515,22955,1,y,1,11,3,4,80,0,1,4,2,1,1,0,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
30,0,852,10,3,1,1179,3,1,72,2,2,3,6578,2706,1,y,0,18,3,1,80,1,10,3,3,10,3,1,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
40,0,902,26,2,1,1180,3,0,92,2,2,4,4422,21203,3,y,1,13,3,4,80,1,16,3,1,1,1,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
35,0,636,4,4,1,1185,4,1,47,2,1,4,2376,26537,1,y,0,13,3,2,80,1,2,2,4,2,2,2,2,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
43,1,1372,9,3,1,1188,1,0,85,1,2,3,5346,9489,8,y,0,13,3,2,80,0,7,2,2,4,3,1,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
45,0,1457,7,3,1,1195,1,0,83,3,1,3,4477,20100,4,y,1,19,3,3,80,1,7,2,2,3,2,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
37,0,977,1,3,1,1196,4,0,56,2,2,4,6474,9961,1,y,0,13,3,2,80,1,14,2,2,14,8,3,11,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
20,0,805,3,3,1,1198,1,1,87,2,1,3,3033,12828,1,y,0,12,3,1,80,0,2,2,2,2,2,1,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
44,1,1097,10,4,1,1200,3,1,96,3,1,3,2936,10826,1,y,1,11,3,3,80,0,6,4,3,6,4,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
29,0,942,15,1,1,1202,2,0,69,1,1,4,2168,26933,0,y,1,18,3,1,80,1,6,2,2,5,4,1,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
44,0,111,17,3,1,1206,4,1,74,1,1,3,2290,4279,2,y,0,13,3,4,80,0,6,3,3,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
33,0,147,2,3,1,1207,2,1,99,3,1,3,3600,8429,1,y,0,13,3,4,80,1,5,2,3,5,4,1,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
41,1,906,5,2,1,1210,1,1,95,2,1,1,2107,20293,6,y,0,17,3,1,80,1,5,2,1,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
24,1,984,17,2,1,1219,4,0,97,3,1,2,2210,3372,1,y,0,13,3,1,80,1,1,3,1,1,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
33,0,1146,25,3,1,1220,2,0,82,3,2,3,4539,4905,1,y,0,12,3,1,80,1,10,3,2,10,7,0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
36,0,917,6,4,1,1221,3,1,60,1,1,3,2741,6865,1,y,0,14,3,3,80,1,7,4,3,7,7,1,7,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
20,0,654,21,3,1,1226,3,1,43,4,1,4,2678,5050,1,y,0,17,3,4,80,0,2,2,3,2,1,2,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
46,0,150,2,4,1,1228,4,1,60,3,2,4,7379,17433,2,y,0,11,3,3,80,1,12,3,2,6,3,1,4,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
42,0,179,2,5,1,1231,4,1,79,4,2,1,6272,12858,7,y,0,16,3,1,80,1,10,3,4,4,3,0,3,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
60,0,696,7,4,1,1233,2,1,52,4,2,4,5220,10893,0,y,1,18,3,2,80,1,12,3,3,11,7,1,9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
32,0,1316,2,2,1,1235,4,0,38,3,2,3,4998,2338,4,y,1,14,3,4,80,0,10,2,3,8,7,0,7,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
40,0,107,10,3,1,1239,2,0,84,2,2,2,6852,11591,7,y,0,12,3,2,80,1,7,2,4,5,1,1,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
25,0,1356,10,4,1,1240,3,1,57,3,2,4,4950,20623,0,y,0,14,3,2,80,0,5,4,3,4,3,1,1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
31,0,1332,11,2,1,1251,3,1,80,3,2,1,6833,17089,1,y,1,12,3,4,80,0,6,2,2,6,5,0,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
31,0,1062,24,3,1,1252,3,0,96,2,2,1,6812,17198,1,y,0,19,3,2,80,0,10,2,3,10,9,1,8,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
59,0,326,3,3,1,1254,3,0,48,2,2,4,5171,16490,5,y,0,17,3,4,80,0,13,2,3,6,1,0,5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
36,0,469,3,3,1,1257,3,1,46,3,1,2,3692,9256,1,y,0,12,3,3,80,0,12,2,2,11,10,0,7,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
48,0,969,2,2,1,1258,4,1,76,4,1,2,2559,16620,5,y,0,11,3,3,80,0,7,4,2,1,0,0,0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
29,0,1329,7,3,1,1260,3,1,82,3,2,4,6623,4204,1,y,1,11,3,2,80,2,6,2,3,6,0,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,0,694,1,3,1,1264,4,0,87,2,4,4,16124,3423,3,y,0,14,3,2,80,2,9,2,2,7,7,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
33,0,536,10,5,1,1268,4,1,82,4,3,3,8380,21708,0,y,1,14,3,4,80,2,10,3,3,9,8,0,8,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
19,0,265,25,3,1,1269,2,0,57,4,1,4,2994,21221,1,y,1,12,3,4,80,0,1,2,3,1,0,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
25,1,599,24,1,1,1273,3,1,73,1,1,4,1118,8040,1,y,1,14,3,4,80,0,1,4,3,1,0,1,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
34,0,131,2,3,1,1281,3,0,86,3,2,1,4538,6039,0,y,1,12,3,4,80,0,4,3,3,3,2,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
34,0,135,19,3,1,1285,3,0,46,3,2,2,4444,22534,4,y,0,13,3,3,80,2,15,2,4,11,8,5,10,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
28,0,791,1,4,1,1286,4,1,44,3,1,3,2154,6842,0,y,1,11,3,3,80,0,5,2,2,4,2,0,2,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
35,0,735,6,1,1,1291,3,1,66,3,1,3,3506,6020,0,y,1,14,3,4,80,0,4,3,3,3,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
42,0,603,7,4,1,1292,2,0,78,4,2,2,2372,5628,6,y,1,16,3,4,80,0,18,2,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
44,1,621,15,3,1,1295,1,0,73,3,3,4,7978,14075,1,y,0,11,3,4,80,1,10,2,3,10,7,0,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
28,0,193,2,3,1,1296,4,1,52,2,1,4,3867,14222,1,y,1,12,3,2,80,1,2,2,3,2,2,2,2,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
30,0,879,9,2,1,1298,3,0,72,3,2,3,4695,12858,7,y,1,18,3,3,80,0,10,3,3,8,4,1,7,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
28,0,640,1,3,1,1301,4,1,84,3,1,1,2080,4732,2,y,0,11,3,2,80,0,5,2,2,3,2,1,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
25,0,266,1,3,1,1303,4,0,40,3,1,2,2096,18830,1,y,0,18,3,4,80,0,2,3,2,2,2,2,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
32,0,604,8,3,1,1304,3,1,56,4,2,4,6209,11693,1,y,0,15,3,3,80,2,10,4,4,10,7,0,8,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
58,0,848,23,4,1,1308,1,1,88,3,1,3,2372,26076,1,y,0,12,3,4,80,2,2,3,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
32,1,1089,7,2,1,1309,4,1,79,3,2,3,4883,22845,1,y,0,18,3,1,80,1,10,3,3,10,4,1,1,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
39,1,360,23,3,1,1310,3,1,93,3,1,1,3904,22154,0,y,0,13,3,1,80,0,6,2,3,5,2,0,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
46,0,991,1,2,1,1314,4,0,44,3,1,1,3423,22957,6,y,0,12,3,3,80,0,10,3,4,7,6,5,7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
40,1,299,25,4,1,1318,4,1,57,2,3,2,9094,17235,2,y,1,12,3,3,80,0,9,2,3,5,4,1,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
31,1,1060,1,3,1,1331,4,0,54,3,1,2,2302,8319,1,y,1,11,3,1,80,0,3,2,4,3,2,2,2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
44,1,935,3,3,1,1333,1,1,89,3,1,1,2362,14669,4,y,0,12,3,3,80,0,10,4,4,3,2,1,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
41,0,1018,1,3,1,1349,3,0,66,3,2,1,4103,4297,0,y,0,17,3,4,80,1,10,2,3,9,3,1,7,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
35,0,482,4,4,1,1350,3,1,87,3,2,3,4249,2690,1,y,1,11,3,2,80,0,9,3,3,9,6,1,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
38,0,1009,2,2,1,1355,2,0,31,3,2,1,6893,19461,3,y,0,15,3,4,80,1,11,3,3,7,7,1,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
48,0,855,4,3,1,1363,4,1,54,3,3,4,7898,18706,1,y,0,11,3,3,80,0,11,2,3,10,9,0,8,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
27,0,1291,11,3,1,1364,3,0,98,4,1,4,2534,6527,8,y,0,14,3,2,80,1,5,4,3,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
31,1,703,2,3,1,1379,3,0,90,2,1,4,2785,11882,7,y,0,14,3,3,80,0,3,3,4,1,0,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
34,0,404,2,4,1,1383,3,0,98,3,2,4,6687,6163,1,y,0,11,3,4,80,0,14,2,4,14,11,4,11,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
39,0,1498,21,4,1,1390,1,1,44,2,2,4,6120,3567,3,y,1,12,3,4,80,2,8,2,4,5,4,1,4,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
41,0,1200,22,3,1,1392,4,0,75,3,2,4,5467,13953,3,y,1,14,3,1,80,2,12,4,2,6,2,3,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
37,0,1439,4,1,1,1394,3,1,54,3,1,3,2996,5182,7,y,1,15,3,4,80,0,8,2,3,6,4,1,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
33,0,1111,5,1,1,1395,2,1,61,3,2,4,9998,19293,6,y,0,13,3,1,80,0,8,2,4,5,4,1,2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
25,0,1372,18,1,1,1399,1,1,93,4,2,3,6232,12477,2,y,0,11,3,2,80,0,6,3,2,3,2,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
27,0,205,10,3,1,1403,4,0,98,2,2,4,5769,7100,1,y,1,11,3,4,80,0,6,3,3,6,2,4,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
26,0,683,2,1,1,1407,1,1,36,2,1,4,3904,4050,0,y,0,12,3,4,80,0,5,2,3,4,3,1,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
35,0,200,18,2,1,1412,3,1,60,3,3,4,9362,19944,2,y,0,11,3,3,80,0,10,2,3,2,2,2,2,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
25,0,949,1,3,1,1415,1,1,81,3,1,4,3229,4910,4,y,0,11,3,2,80,1,7,2,2,3,2,0,2,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
26,0,652,7,3,1,1417,3,1,100,4,1,1,3578,23577,0,y,0,12,3,4,80,0,8,2,3,7,7,0,7,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
29,0,332,17,3,1,1419,2,1,51,2,3,1,7988,9769,1,y,0,13,3,1,80,0,10,3,2,10,9,0,9,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
36,0,1174,3,4,1,1425,1,0,99,3,2,2,9278,20763,3,y,1,16,3,4,80,0,15,3,3,5,4,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
31,1,667,1,4,1,1427,2,0,50,1,1,3,1359,16154,1,y,0,12,3,2,80,0,1,3,3,1,0,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
30,0,855,7,4,1,1428,4,0,73,3,2,1,4779,12761,7,y,0,14,3,2,80,2,8,3,3,3,2,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
31,0,182,8,5,1,1430,1,0,93,3,4,2,16422,8847,3,y,0,11,3,3,80,0,9,3,4,3,2,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
34,0,560,1,4,1,1431,4,1,91,3,1,1,2996,20284,5,y,0,14,3,3,80,2,10,2,3,4,3,1,3,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
31,1,202,8,3,1,1433,1,0,34,2,1,2,1261,22262,1,y,0,12,3,3,80,0,1,3,4,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
27,0,1377,11,1,1,1434,2,1,91,3,1,1,2099,7679,0,y,0,14,3,2,80,0,6,3,4,5,0,1,4,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
36,0,172,4,4,1,1435,1,1,37,2,2,4,5810,22604,1,y,0,16,3,3,80,0,10,2,2,10,4,1,8,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36,0,329,16,4,1,1436,3,0,98,2,2,1,5647,13494,4,y,0,13,3,1,80,2,11,3,2,3,2,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
47,0,465,1,3,1,1438,1,1,74,3,1,4,3420,10205,7,y,0,12,3,3,80,1,17,2,2,6,5,1,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
25,1,383,9,2,1,1439,1,1,68,2,1,1,4400,15182,3,y,0,12,3,1,80,0,6,2,3,3,2,2,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
37,0,1413,5,2,1,1440,3,1,84,4,1,3,3500,25470,0,y,0,14,3,1,80,0,7,2,1,6,5,1,3,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
24,0,1476,4,1,1,1445,4,0,42,3,2,3,4162,15211,1,y,1,12,3,3,80,2,5,3,3,5,4,0,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
32,0,601,7,5,1,1446,4,1,97,3,2,4,9204,23343,4,y,0,12,3,3,80,1,7,3,2,4,3,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
34,0,401,1,3,1,1447,4,0,86,2,1,2,3294,3708,5,y,0,17,3,1,80,1,7,2,2,5,4,0,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
40,0,663,9,4,1,1449,3,1,81,3,2,3,3975,23099,3,y,0,11,3,3,80,2,11,2,4,8,7,0,7,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
31,1,1445,1,5,1,1459,3,0,100,4,3,2,7446,8931,1,y,0,11,3,1,80,0,10,2,3,10,8,4,7,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
31,1,523,2,3,1,1464,2,1,94,3,1,4,3722,21081,6,y,1,13,3,3,80,1,7,2,1,2,2,2,2,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
45,0,1448,29,3,1,1465,2,1,55,3,3,4,9380,14720,4,y,1,18,3,4,80,2,10,4,4,3,1,1,2,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
28,0,866,5,3,1,1469,4,1,84,3,2,1,8463,23490,0,y,0,18,3,4,80,0,6,4,3,5,4,1,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
40,0,896,2,3,1,1474,3,1,68,3,1,3,2345,8045,2,y,0,14,3,3,80,1,8,3,4,3,1,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
44,0,1467,20,3,1,1475,4,1,49,3,1,2,3420,21158,1,y,0,13,3,3,80,0,6,3,2,5,2,1,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
33,0,430,7,3,1,1477,4,1,54,3,2,1,4373,17456,0,y,0,14,3,1,80,2,5,2,3,4,3,0,3,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
30,0,1358,16,1,1,1479,4,1,96,3,2,3,5301,2939,8,y,0,15,3,3,80,2,4,2,2,2,1,2,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
42,0,748,9,2,1,1480,1,0,74,3,1,4,3673,16458,1,y,0,13,3,3,80,0,12,3,3,12,9,5,8,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
44,0,383,1,5,1,1481,1,0,79,3,2,3,4768,9282,7,y,0,12,3,3,80,1,11,4,2,1,0,0,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
30,0,990,7,3,1,1482,3,1,64,3,1,3,1274,7152,1,y,0,13,3,2,80,2,1,2,2,1,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
28,1,1496,1,3,1,1486,1,1,92,3,1,3,2909,15747,3,y,0,15,3,4,80,1,5,3,4,3,2,1,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
29,1,115,13,3,1,1487,1,0,51,3,2,2,5765,17485,5,y,0,11,3,1,80,0,7,4,1,5,3,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
35,0,660,7,1,1,1492,4,1,76,3,1,3,2404,16192,1,y,0,13,3,1,80,1,1,3,3,1,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
24,1,381,9,3,1,1494,2,1,89,3,1,1,3172,16998,2,y,1,11,3,3,80,0,4,2,2,0,0,0,0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
24,0,830,13,2,1,1495,4,0,78,3,1,2,2033,7103,1,y,0,13,3,3,80,1,1,2,3,1,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
44,0,1193,2,1,1,1496,2,1,86,3,3,3,10209,19719,5,y,1,18,3,2,80,0,16,2,2,2,2,2,2,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
29,0,1246,19,3,1,1497,3,1,77,2,2,3,8620,23757,1,y,0,14,3,3,80,2,10,3,3,10,7,0,4,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
55,0,1229,4,4,1,1501,4,1,30,3,2,3,4035,16143,0,y,1,16,3,2,80,0,4,2,3,3,2,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
47,0,571,14,3,1,1503,3,0,78,3,2,3,4591,24200,3,y,1,17,3,3,80,1,11,4,2,5,4,1,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
28,1,289,2,2,1,1504,3,1,38,2,1,1,2561,5355,7,y,0,11,3,3,80,0,8,2,2,0,0,0,0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
28,0,1423,1,3,1,1506,1,1,72,2,1,3,1563,12530,1,y,0,14,3,4,80,1,1,2,1,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
28,0,1083,29,1,1,1514,3,1,96,1,2,2,6549,3173,1,y,0,14,3,2,80,2,8,2,2,8,6,1,7,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
29,1,224,1,4,1,1522,1,1,100,2,1,1,2362,7568,6,y,0,13,3,3,80,0,11,2,1,9,7,0,7,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
39,0,1089,6,3,1,1525,2,0,32,3,3,2,8376,9150,4,y,0,18,3,4,80,0,9,3,3,2,0,2,2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
35,0,1029,16,3,1,1529,4,0,91,2,3,2,8606,21195,1,y,0,19,3,4,80,0,11,3,1,11,8,3,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
23,0,507,20,1,1,1533,1,1,97,3,2,3,2272,24812,0,y,0,14,3,2,80,0,5,2,3,4,3,1,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
40,1,676,9,4,1,1534,4,1,86,3,1,1,2018,21831,3,y,0,14,3,2,80,0,15,3,1,5,4,1,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
42,0,1210,2,3,1,1542,3,1,68,2,1,2,4841,24052,4,y,0,14,3,2,80,1,4,3,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
37,0,674,13,3,1,1543,1,1,47,3,2,4,4285,3031,1,y,0,17,3,1,80,0,10,2,3,10,8,3,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
29,0,441,8,1,1,1544,3,0,39,1,2,1,9715,7288,3,y,0,13,3,3,80,1,9,3,3,7,7,0,7,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
33,0,575,25,3,1,1545,4,1,44,2,2,2,4320,24152,1,y,0,13,3,4,80,0,5,2,3,5,3,0,2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
33,0,589,28,4,1,1549,2,1,79,3,2,3,5207,22949,1,y,1,12,3,2,80,1,15,3,3,15,14,5,7,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
40,0,1142,8,2,1,1552,4,1,72,3,2,4,4069,8841,3,y,1,18,3,3,80,0,8,2,3,2,2,2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,0,824,5,2,1,1555,4,0,67,2,2,2,5878,15624,3,y,0,12,3,1,80,1,12,2,3,7,1,2,5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
29,0,598,9,3,1,1558,3,1,91,4,1,3,2451,22376,6,y,0,18,3,1,80,2,5,2,2,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
38,0,888,10,4,1,1563,3,1,71,3,2,3,6077,14814,3,y,0,11,3,3,80,0,10,2,3,6,3,1,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
35,0,992,1,3,1,1564,4,1,68,2,1,1,2450,21731,1,y,0,19,3,2,80,0,3,3,3,3,0,1,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
30,0,1288,29,4,1,1568,3,1,33,3,3,2,9250,17799,3,y,0,12,3,2,80,1,9,3,3,4,2,1,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
35,1,104,2,3,1,1569,1,0,69,3,1,1,2074,26619,1,y,1,12,3,4,80,1,1,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
38,1,903,2,3,1,1573,3,1,81,3,2,2,4855,7653,4,y,0,11,3,1,80,2,7,2,3,5,2,1,4,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
32,0,1200,1,4,1,1574,4,1,62,3,2,1,4087,25174,4,y,0,14,3,2,80,1,9,3,2,6,5,1,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
34,0,479,7,4,1,1577,1,1,35,3,1,4,2972,22061,1,y,0,13,3,3,80,0,1,4,1,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
29,0,1370,3,1,1,1586,2,1,87,3,1,1,4723,16213,1,y,1,18,3,4,80,0,10,3,3,10,9,1,5,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
35,0,670,10,4,1,1587,1,0,51,3,2,3,6142,4223,3,y,1,16,3,3,80,0,10,4,3,5,2,0,4,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
23,0,977,10,3,1,1592,4,1,45,4,1,3,2073,12826,2,y,0,16,3,4,80,1,4,2,3,2,2,2,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
